author,length,likes,source,tags,title
    anaïs nin  ,97,650,inspirational,inspirational,"      “I postpone death by living, by suffering, by error, by risking, by giving, by losing.”  "
    Roy T. Bennett  ,111,649,inspirational,"inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,life,life-and-living,life-lessons,life-quotes,living,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,rainbow,rainbows",      “It takes sunshine and rain to make a rainbow. There would be no rainbows without sunshine and rain.”  
    Jodi Picoult  ,127,644,inspirational,"inspirational,mourning","      “See, as much as you want to hold on to the bitter sore memory that someone has left this world, you are still in it”  "
    Bohdi Sanders  ,136,640,inspirational,"anger,anger-management,ataraxy,bushido,inner-peace,inspirational,life,life-experience,life-lessons,martial-arts,motivational,self-control,serenity,warrior-ethos,warriors,warriorship,wisdom","      “Never respond to an angry person with a fiery comeback, even if he deserves it...Don't allow his anger to become your anger.”  "
    Vincent Van Gogh  ,99,640,inspirational,inspirational,"      “Great things are not done by impulse, but by a series of small things brought together.”  "
    Henry David Thoreau  ,101,637,inspirational,"compensation,disappointment,failure,hope,inspirational","      “If we will be quiet and ready enough, we shall find compensation in every disappointment.”  "
    Rumi  ,72,624,inspirational,inspirational,"      “I didn't come here of my own accord, and I can't leave that way."
    Will Self  ,107,624,inspirational,"criticism,inspirational",      “A creative life cannot be sustained by approval any more than it can be destroyed by criticism.”  
    Pandora Poikilos  ,195,620,inspirational,"healing,inspirational,relationships,self-help","      “The best relationships in our lives are the best not because they have been the happiest ones, they are that way because they have stayed strong through the most tormentful of storms.”  "
    C. JoyBell C.  ,1121,619,inspirational,"achievement,breaking-free,changing,cinderella,flying,freedom,fulfilling-your-potential,fulfillment,goodbye-cinderella,growing,inspirational,inspirational-quotes,inspiring,learning,life,life-and-living,limits,living,living-life,personal-fulfillment,personal-limits,potential,running,self-discovery,self-growth,soaring,waiting,your-full-potential","      “When I was little and running on the race track at school, I always stopped and waited for all the other kids so we could run together even though I knew (and everybody else knew) that I could run much faster than all of them! I pretended to read slowly so I could ""wait"" for everyone else who couldn't read as fast as I could! When my friends were short I pretended that I was short too and if my friend was sad I pretended to be unhappy. I could go on and on about all the ways I have limited myself, my whole life, by ""waiting"" for people. And the only thing that I've ever received in return is people thinking that they are faster than me, people thinking that they can make me feel bad about myself just because I let them and people thinking that I have to do whatever they say I should do. My mother used to teach me ""Cinderella is a perfect example to be"" but I have learned that Cinderella can go fuck herself, I'm not waiting for anybody, anymore! I'm going to run as fast as I can, fly as high as I can, I am going to soar and if you want you can come with me! But I'm not waiting for you anymore.”  "
    Jason Mraz  ,254,612,inspirational,"confidence,inspirational,life,music,power,spiritual,truth,work","      “I’ve come to the conclusion that people who wear headphones while they walk, are much happier, more confident, and more beautiful individuals than someone making the solitary drudge to work without acknowledging their own interests and power.”  "
    Nicholas Sparks  ,158,610,inspirational,"inspirational,love,optimism,possibilities","      “It is the possibility that keeps me going, and though you may call me a dreamer or a fool or any other thing, I believe that anything is possible.”  "
    Roy T. Bennett  ,132,538,inspirational,"adversity,challenge,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,life,life-and-living,life-lessons,life-quotes,living,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,potential","      “Challenge and adversity are meant to help you know who you are. Storms hit your weakness, but unlock your true strength.”  "
    Marissa Meyer  ,217,1192,love,"betrayal,choice,emotions,friendship,love,scarlet,wolf","      “I knew they would kill me when they found out, but…” He struggled for words, releasing a sharp breath. “I think I realized that I would rather die because I betrayed them, than live because I betrayed you.”  "
    Jim Butcher  ,64,879,life,"humor,life,metaphor,zen",      “Life is a journey. Time is a river. The door is ajar”  
    Kurt Vonnegut  ,897,1101,love,"america,disgrace,inequality,love,poor","      “America is the wealthiest nation on Earth, but its people are mainly poor, and poor Americans are urged to hate themselves. To quote the American humorist Kin Hubbard, 'It ain’t no disgrace to be poor, but it might as well be.' It is in fact a crime for an American to be poor, even though America is a nation of poor. Every other nation has folk traditions of men who were poor but extremely wise and virtuous, and therefore more estimable than anyone with power and gold. No such tales are told by the American poor. They mock themselves and glorify their betters. The meanest eating or drinking establishment, owned by a man who is himself poor, is very likely to have a sign on its wall asking this cruel question: 'if you’re so smart, why ain’t you rich?' There will also be an American flag no larger than a child’s hand – glued to a lollipop stick and flying from the cash register."
    F. Scott Fitzgerald  ,146,973,love,love,      “Actually that’s my secret — I can’t even talk about you to anybody because I don’t want any more people to know how wonderful you are.”  
    J.R. Ward  ,224,926,love,"life,loss,love,shit-happens,suck-it-up","      “You never knew the last time you were seeing someone. You didn't know when the last argument happened, or the last time you had sex, or the last time you looked into their eyes and thanked God they were in your life."
    Laurell K. Hamilton  ,282,906,love,"laurell-k-hamilton,love,romance,the-harlequin,true-love,wicked","      “Only love of a good woman will make a man question every choice, every action. Only love makes a warrior hesitate for fear that his lady will find him cruel. Only love makes a man both the best he will ever be, and the weakest. Sometimes all in the same moment. -Wicked ”  "
    Ana Castillo  ,46,888,love,love,      “I ask the impossible: love me forever.
    Pablo Neruda  ,45,859,love,"love,poetry,spanish","      “Don't go far off, not even for a day,"
    Stephanie Laurens  ,135,858,love,"adoration,dream,longing,love,need,romance,yearning","      “My heart only ever had one thought, one want. One need. Despite all, in spite of all...All my heart has ever wanted is you.”  "
    Neil deGrasse Tyson  ,535,857,love,"love,meaning,motivation,neil-degrasse,science,successful-people","      “The problem, often not discovered until late in life, is that when you look for things in life like love, meaning, motivation, it implies they are sitting behind a tree or under a rock. The most successful people in life recognize, that in life they create their own love, they manufacture their own meaning, they generate their own motivation. For me, I am driven by two main philosophies, know more today about the world than I knew yesterday. And lessen the suffering of others. You'd be surprised how far that gets you.”  "
